player_name,position,team,age_at_signing,start_year,end_year,contract_years,total_value_raw,aav_raw,aav,stat_season,mp_id,match_method,is_goalie,playerId,season,name,team_mp,position_mp,games_played,icetime,gameScore,onIce_xGoalsPercentage,offIce_xGoalsPercentage,onIce_corsiPercentage,offIce_corsiPercentage,I_F_goals,I_F_primaryAssists,I_F_secondaryAssists,I_F_xGoals,I_F_highDangerGoals,I_F_highDangerShots,I_F_shotsOnGoal,I_F_rebounds,I_F_hits,I_F_takeaways,I_F_giveaways,I_F_dZoneGiveaways,penaltiesDrawn,penalties,shotsBlockedByPlayer,faceoffsWon,faceoffsLost,OnIce_F_xGoals,OnIce_A_xGoals,OnIce_F_shotAttempts,OnIce_A_shotAttempts,OnIce_F_highDangerShots,OnIce_A_highDangerShots,I_F_oZoneShiftStarts,I_F_dZoneShiftStarts,I_F_neutralZoneShiftStarts,ev_icetime,ev_I_F_goals,ev_I_F_primaryAssists,ev_I_F_secondaryAssists,ev_I_F_xGoals,ev_OnIce_F_xGoals,ev_OnIce_A_xGoals,ev_OnIce_F_shotAttempts,ev_OnIce_A_shotAttempts,pp_icetime,pp_I_F_goals,pp_I_F_primaryAssists,pp_I_F_secondaryAssists,pp_I_F_xGoals,pp_OnIce_F_xGoals,pp_OnIce_A_xGoals,pp_OnIce_F_shotAttempts,pp_OnIce_A_shotAttempts,sh_icetime,sh_I_F_goals,sh_I_F_primaryAssists,sh_I_F_secondaryAssists,sh_I_F_xGoals,sh_OnIce_F_xGoals,sh_OnIce_A_xGoals,sh_OnIce_F_shotAttempts,sh_OnIce_A_shotAttempts,ongoal,goals,xGoals,flurryAdjustedxGoals,highDangerShots,highDangerGoals,highDangerxGoals,mediumDangerShots,mediumDangerGoals,mediumDangerxGoals,lowDangerShots,lowDangerGoals,lowDangerxGoals,unblocked_shot_attempts
Matthew Coronato,RW,CGY                  CGY,22.0,2025,2031,7,"$45,500,000","$6,500,000",6500000.0,2024,8482679,last+initial,False,8482679,2024,Matt Coronato,CGY,R,77.0,81218.0,56.32,0.57,0.46,0.58,0.49,24.0,14.0,9.0,19.65,7.0,21.0,180.0,21.0,36.0,23.0,48.0,16.0,15.0,11.0,37.0,68.0,91.0,84.1,64.63,1624.0,1195.0,104.0,69.0,287.0,251.0,245.0,66762.0,15.0,7.0,1.0,11.28,46.95,44.42,1190.0,1048.0,10724.0,4.0,4.0,6.0,3.54,20.01,2.36,321.0,33.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Thomas Wilson,RW,WAS                  WAS,29.0,2024,2030,7,"$45,500,000","$6,500,000",6500000.0,2023,8476880,last+initial,False,8476880,2023,Tom Wilson,WSH,R,74.0,80373.0,36.22,0.51,0.46,0.51,0.45,18.0,5.0,12.0,23.96,8.0,24.0,169.0,22.0,228.0,46.0,50.0,24.0,36.0,43.0,74.0,22.0,38.0,79.39,75.55,1386.0,1334.0,88.0,91.0,290.0,222.0,281.0,59836.0,6.0,4.0,5.0,11.58,42.54,43.28,963.0,951.0,9333.0,5.0,0.0,5.0,6.7,18.2,2.22,275.0,38.0,7603.0,2.0,0.0,0.0,0.56,1.44,16.88,27.0,248.0,,,,,,,,,,,,,,
Torey Krug,D,STL                  STL,28.0,2020,2026,7,"$45,500,000","$6,500,000",6500000.0,2019,8476792,exact,False,8476792,2019,Torey Krug,BOS,D,61.0,75053.0,54.98,0.6,0.47,0.62,0.46,10.0,21.0,16.0,7.75,2.0,5.0,145.0,6.0,36.0,22.0,48.0,22.0,15.0,15.0,48.0,0.0,0.0,76.79,50.14,1497.0,924.0,64.0,42.0,308.0,75.0,192.0,58142.0,4.0,6.0,5.0,3.6,37.23,34.59,971.0,784.0,13234.0,2.0,14.0,9.0,2.94,31.37,4.14,415.0,69.0,410.0,0.0,0.0,0.0,0.0,0.01,0.27,3.0,10.0,,,,,,,,,,,,,,
Chris Kreider,LW,ANA                  ANA,28.0,2020,2026,7,"$45,500,000","$6,500,000",6500000.0,2019,8475184,exact,False,8475184,2019,Chris Kreider,NYR,L,63.0,64964.0,45.74,0.54,0.43,0.57,0.41,24.0,12.0,8.0,19.16,9.0,18.0,156.0,13.0,116.0,22.0,61.0,27.0,18.0,16.0,43.0,51.0,67.0,64.19,54.53,1245.0,935.0,57.0,68.0,259.0,172.0,246.0,49885.0,12.0,9.0,8.0,9.43,31.55,40.17,793.0,828.0,11852.0,8.0,3.0,0.0,7.81,24.48,2.65,373.0,45.0,160.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,4.0,,,,,,,,,,,,,,
Justin Faulk,D,DET                  DET,27.0,2020,2026,7,"$45,500,000","$6,500,000",6500000.0,2019,8475753,exact,False,8475753,2019,Justin Faulk,STL,D,69.0,83997.0,20.88,0.51,0.49,0.5,0.5,5.0,5.0,5.0,6.72,0.0,5.0,143.0,9.0,81.0,24.0,37.0,29.0,3.0,16.0,72.0,0.0,0.0,60.45,57.25,1225.0,1214.0,62.0,54.0,215.0,213.0,274.0,72150.0,4.0,2.0,3.0,4.72,46.85,45.06,1051.0,1051.0,4323.0,1.0,1.0,1.0,1.31,6.96,1.15,107.0,19.0,4298.0,0.0,0.0,0.0,0.0,0.96,6.35,23.0,94.0,,,,,,,,,,,,,,
Gabe Vilardi,C,WPG                  WPG,25.0,2025,2030,6,"$45,000,000","$7,500,000",7500000.0,2024,8480014,last+initial,False,8480014,2024,Gabriel Vilardi,WPG,C,71.0,77260.0,53.98,0.58,0.5,0.55,0.47,27.0,18.0,16.0,21.67,10.0,30.0,130.0,14.0,21.0,22.0,41.0,12.0,17.0,6.0,50.0,75.0,77.0,81.46,59.64,1440.0,1201.0,83.0,58.0,341.0,94.0,218.0,63283.0,13.0,12.0,8.0,12.96,46.65,43.06,1019.0,1101.0,11237.0,11.0,5.0,6.0,7.79,27.72,3.13,317.0,59.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Kirill Kaprizov,LW,MIN                  MIN,23.0,2021,2025,5,"$45,000,000","$9,000,000",9000000.0,2020,8478864,exact,False,8478864,2020,Kirill Kaprizov,MIN,L,55.0,60390.0,51.6,0.6,0.48,0.58,0.42,27.0,17.0,7.0,20.46,9.0,22.0,157.0,11.0,29.0,27.0,35.0,7.0,24.0,8.0,18.0,3.0,21.0,57.41,38.15,1084.0,776.0,56.0,37.0,249.0,65.0,182.0,47249.0,16.0,13.0,5.0,10.63,30.1,28.28,667.0,689.0,10231.0,8.0,3.0,0.0,6.21,13.87,2.3,292.0,42.0,84.0,0.0,0.0,0.0,0.09,0.09,0.0,1.0,2.0,,,,,,,,,,,,,,
Chandler Stephenson,C,SEA                  SEA,30.0,2024,2030,7,"$43,750,000","$6,250,000",6250000.0,2023,8476905,exact,False,8476905,2023,Chandler Stephenson,VGK,C,75.0,83176.0,37.71,0.48,0.51,0.49,0.48,16.0,18.0,17.0,10.9,5.0,14.0,97.0,5.0,43.0,41.0,18.0,4.0,19.0,6.0,40.0,552.0,498.0,74.07,81.34,1413.0,1464.0,88.0,105.0,333.0,216.0,221.0,59847.0,8.0,10.0,9.0,6.76,41.43,50.34,956.0,1110.0,12441.0,3.0,3.0,6.0,1.84,19.2,2.77,326.0,52.0,7034.0,2.0,0.0,1.0,0.94,1.54,14.71,26.0,214.0,,,,,,,,,,,,,,
Mason Mctavish,C,ANA                  ANA,22.0,2025,2030,6,"$42,000,000","$7,000,000",7000000.0,2024,8482745,exact,False,8482745,2024,Mason McTavish,ANA,C,76.0,76953.0,41.38,0.53,0.41,0.51,0.44,22.0,12.0,18.0,25.42,8.0,33.0,180.0,17.0,70.0,18.0,51.0,10.0,23.0,19.0,31.0,487.0,474.0,76.79,68.26,1412.0,1347.0,88.0,73.0,292.0,179.0,210.0,62736.0,14.0,10.0,13.0,15.44,46.04,53.09,1004.0,1215.0,10798.0,4.0,1.0,5.0,4.95,17.5,3.03,288.0,47.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Martin Fehervary,D,WAS                  WAS,25.0,2026,2032,7,"$42,000,000","$6,000,000",6000000.0,2024,8480796,exact,False,8480796,2024,Martin Fehrvry,WSH,D,81.0,92363.0,31.25,0.42,0.57,0.42,0.54,5.0,10.0,10.0,3.95,1.0,2.0,76.0,11.0,139.0,11.0,61.0,43.0,8.0,11.0,150.0,0.0,0.0,70.11,95.02,1298.0,1758.0,75.0,119.0,90.0,334.0,288.0,75186.0,5.0,8.0,6.0,3.83,57.59,53.74,1227.0,1185.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13842.0,0.0,1.0,1.0,0.0,3.34,30.42,39.0,440.0,,,,,,,,,,,,,,
Evan Bouchard,D,EDM                  EDM,25.0,2025,2028,4,"$42,000,000","$10,500,000",10500000.0,2024,8480803,exact,False,8480803,2024,Evan Bouchard,EDM,D,82.0,115415.0,94.83,0.64,0.47,0.64,0.47,14.0,14.0,39.0,13.04,2.0,9.0,235.0,14.0,31.0,55.0,128.0,72.0,21.0,16.0,108.0,0.0,0.0,144.55,80.19,2478.0,1412.0,166.0,85.0,308.0,175.0,317.0,92915.0,10.0,6.0,17.0,7.75,80.93,58.89,1814.0,1246.0,15613.0,2.0,5.0,14.0,3.12,37.27,4.2,446.0,56.0,1133.0,0.0,0.0,0.0,0.0,0.2,1.86,5.0,22.0,,,,,,,,,,,,,,
Neal Pionk,D,WPG                  WPG,29.0,2025,2030,6,"$42,000,000","$7,000,000",7000000.0,2024,8480145,exact,False,8480145,2024,Neal Pionk,WPG,D,69.0,91329.0,43.13,0.49,0.54,0.49,0.49,10.0,17.0,12.0,5.26,2.0,2.0,123.0,14.0,114.0,30.0,72.0,47.0,5.0,17.0,101.0,0.0,0.0,78.51,80.49,1488.0,1520.0,86.0,90.0,164.0,258.0,273.0,75190.0,5.0,12.0,5.0,3.78,50.45,47.64,1225.0,1180.0,5509.0,4.0,4.0,4.0,1.27,12.55,0.77,142.0,14.0,6920.0,0.0,0.0,1.0,0.0,1.85,12.84,28.0,211.0,,,,,,,,,,,,,,
Wyatt Johnston,C,DAL                  DAL,21.0,2025,2029,5,"$42,000,000","$8,400,000",8400000.0,2024,8482740,exact,False,8482740,2024,Wyatt Johnston,DAL,C,82.0,93115.0,62.76,0.55,0.5,0.52,0.49,33.0,25.0,13.0,29.88,9.0,30.0,202.0,26.0,45.0,29.0,57.0,19.0,12.0,7.0,47.0,465.0,444.0,102.26,83.21,1647.0,1502.0,121.0,89.0,379.0,294.0,247.0,66951.0,18.0,13.0,8.0,16.06,50.44,50.04,1050.0,1164.0,14705.0,11.0,9.0,4.0,9.78,34.79,2.52,453.0,49.0,6995.0,2.0,0.0,0.0,1.3,2.62,12.83,36.0,181.0,,,,,,,,,,,,,,
Joel Eriksson Ek,C,MIN                  MIN,23.0,2021,2028,8,"$42,000,000","$5,250,000",5250000.0,2020,8478493,exact,False,8478493,2020,Joel Eriksson Ek,MIN,C,56.0,57371.0,33.55,0.53,0.51,0.47,0.47,19.0,9.0,2.0,16.62,9.0,26.0,120.0,14.0,105.0,21.0,10.0,6.0,16.0,10.0,37.0,394.0,444.0,46.38,41.04,788.0,878.0,55.0,42.0,123.0,188.0,259.0,45974.0,17.0,4.0,1.0,13.73,33.89,24.85,641.0,667.0,4012.0,0.0,2.0,0.0,0.57,4.89,0.61,86.0,10.0,5256.0,0.0,0.0,0.0,0.11,0.74,10.05,16.0,131.0,,,,,,,,,,,,,,
Jonas Brodin,D,MIN                  MIN,27.0,2021,2027,7,"$42,000,000","$6,000,000",6000000.0,2020,8476463,exact,False,8476463,2020,Jonas Brodin,MIN,D,53.0,71367.0,20.05,0.5,0.53,0.45,0.48,9.0,7.0,7.0,4.82,4.0,5.0,80.0,4.0,35.0,14.0,19.0,15.0,7.0,9.0,99.0,0.0,0.0,52.22,52.08,915.0,1124.0,57.0,49.0,125.0,205.0,233.0,58990.0,3.0,7.0,5.0,1.98,35.68,34.7,765.0,875.0,2747.0,1.0,0.0,1.0,0.82,5.24,0.15,70.0,6.0,6499.0,0.0,0.0,0.0,0.01,1.56,10.46,17.0,159.0,,,,,,,,,,,,,,
Erik Cernak,D,TBL                  TBL,25.0,2023,2030,8,"$41,600,000","$5,200,000",5200000.0,2022,8478416,exact,False,8478416,2022,Erik Cernak,TBL,D,70.0,80809.0,24.07,0.43,0.56,0.43,0.56,2.0,5.0,9.0,3.98,1.0,1.0,87.0,5.0,209.0,21.0,31.0,23.0,15.0,20.0,100.0,0.0,0.0,64.48,85.53,1074.0,1410.0,59.0,98.0,137.0,321.0,322.0,65695.0,1.0,5.0,6.0,3.14,52.68,49.33,993.0,929.0,363.0,0.0,0.0,0.0,0.07,0.63,0.02,7.0,1.0,11868.0,0.0,0.0,1.0,0.16,2.54,26.88,43.0,380.0,,,,,,,,,,,,,,
Ryan Nugent-Hopkins,C,EDM                  EDM,27.0,2021,2028,8,"$41,000,000","$5,125,000",5125000.0,2020,8476454,exact,False,8476454,2020,Ryan Nugent-Hopkins,EDM,C,52.0,64792.0,37.44,0.62,0.46,0.57,0.45,16.0,10.0,9.0,17.16,6.0,14.0,135.0,12.0,26.0,22.0,33.0,17.0,11.0,11.0,29.0,73.0,87.0,77.29,46.9,1172.0,893.0,73.0,43.0,199.0,111.0,144.0,44592.0,7.0,2.0,5.0,10.39,37.67,30.27,695.0,645.0,12320.0,8.0,7.0,4.0,5.49,32.63,3.06,390.0,46.0,5826.0,0.0,0.0,0.0,0.27,1.49,12.01,21.0,178.0,,,,,,,,,,,,,,
Nick Schmaltz,C,UTA                  UTA,22.0,2019,2025,7,"$40,950,000","$5,850,000",5850000.0,2019,8477951,exact,False,8477951,2019,Nick Schmaltz,ARI,C,70.0,65110.0,40.61,0.53,0.49,0.55,0.47,11.0,20.0,14.0,10.51,4.0,12.0,95.0,8.0,12.0,52.0,27.0,11.0,12.0,10.0,36.0,159.0,215.0,52.95,47.06,1108.0,921.0,48.0,44.0,272.0,94.0,204.0,53268.0,9.0,14.0,8.0,7.63,35.86,35.28,836.0,820.0,8986.0,1.0,5.0,6.0,1.64,12.9,2.76,204.0,33.0,54.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,1.0,,,,,,,,,,,,,,
Jackson Blake,RW,CAR                  CAR,21.0,2026,2033,8,"$40,936,016","$5,117,002",5117002.0,2024,8482809,exact,False,8482809,2024,Jackson Blake,CAR,R,80.0,66460.0,58.58,0.66,0.53,0.66,0.57,17.0,12.0,5.0,23.35,1.0,33.0,143.0,26.0,19.0,20.0,54.0,18.0,22.0,15.0,30.0,15.0,15.0,74.37,37.94,1418.0,737.0,83.0,45.0,284.0,101.0,202.0,55194.0,12.0,10.0,4.0,15.39,47.05,31.03,1075.0,680.0,9477.0,5.0,2.0,0.0,5.49,20.53,2.34,282.0,36.0,30.0,0.0,0.0,0.0,0.13,0.13,0.0,1.0,1.0,,,,,,,,,,,,,,
Niko Mikkola,D,FLA                  FLA,29.0,2026,2033,8,"$40,000,000","$5,000,000",5000000.0,2024,8478859,exact,False,8478859,2024,Niko Mikkola,FLA,D,76.0,92086.0,37.5,0.51,0.57,0.52,0.58,6.0,3.0,13.0,5.74,0.0,4.0,116.0,15.0,137.0,15.0,99.0,57.0,17.0,30.0,88.0,0.0,0.0,71.04,68.41,1502.0,1403.0,78.0,70.0,241.0,268.0,328.0,80151.0,6.0,3.0,12.0,4.68,58.8,47.31,1395.0,1146.0,518.0,0.0,0.0,0.0,0.0,0.79,0.01,9.0,1.0,7989.0,0.0,0.0,0.0,0.16,2.5,15.39,41.0,176.0,,,,,,,,,,,,,,
Vincent Trocheck,C,NYR                  NYR,28.0,2022,2028,7,"$39,375,000","$5,625,000",5625000.0,2021,8476389,exact,False,8476389,2021,Vincent Trocheck,CAR,C,81.0,86867.0,62.95,0.58,0.55,0.59,0.54,21.0,16.0,14.0,25.09,9.0,25.0,168.0,14.0,185.0,50.0,42.0,13.0,27.0,31.0,46.0,680.0,565.0,98.68,70.54,1662.0,1161.0,106.0,78.0,348.0,312.0,225.0,60404.0,11.0,9.0,11.0,13.49,48.74,42.32,1054.0,857.0,13514.0,6.0,4.0,2.0,7.57,31.19,4.86,440.0,52.0,8365.0,0.0,0.0,0.0,1.35,2.76,11.17,46.0,169.0,,,,,,,,,,,,,,
Michael Matheson,D,MTL                  MTL,23.0,2018,2025,8,"$39,000,000","$4,875,000",4875000.0,2019,8476875,last+initial,False,8476875,2019,Mike Matheson,FLA,D,58.0,62388.0,22.7,0.45,0.52,0.48,0.52,8.0,4.0,8.0,5.17,1.0,5.0,102.0,12.0,43.0,41.0,53.0,40.0,7.0,7.0,51.0,0.0,0.0,42.52,52.16,944.0,1038.0,38.0,52.0,117.0,159.0,187.0,55943.0,7.0,4.0,7.0,3.61,34.63,39.8,866.0,868.0,726.0,1.0,0.0,1.0,0.14,1.31,0.24,19.0,3.0,4137.0,0.0,0.0,0.0,0.34,1.79,9.21,22.0,127.0,,,,,,,,,,,,,,
Dylan Holloway,C,STL                  STL,24.0,2026,2030,5,"$38,750,000","$7,750,000",7750000.0,2024,8482077,exact,False,8482077,2024,Dylan Holloway,STL,L,77.0,77729.0,66.64,0.58,0.46,0.55,0.47,26.0,21.0,16.0,20.34,9.0,28.0,178.0,15.0,165.0,34.0,69.0,12.0,13.0,5.0,50.0,61.0,82.0,68.64,48.75,1343.0,1101.0,84.0,53.0,236.0,150.0,225.0,66312.0,16.0,17.0,9.0,12.51,45.67,38.53,1049.0,985.0,7409.0,6.0,3.0,4.0,4.55,13.96,1.54,198.0,39.0,1025.0,0.0,0.0,0.0,0.03,0.07,1.65,3.0,26.0,,,,,,,,,,,,,,
Jesperi Kotkaniemi,C,CAR                  CAR,21.0,2022,2029,8,"$38,560,000","$4,820,000",4820000.0,2021,8480829,exact,False,8480829,2021,Jesperi Kotkaniemi,CAR,C,66.0,47612.0,38.8,0.56,0.56,0.6,0.54,12.0,7.0,10.0,9.22,3.0,8.0,81.0,7.0,74.0,25.0,21.0,7.0,14.0,12.0,15.0,176.0,168.0,41.63,33.06,884.0,581.0,44.0,32.0,161.0,75.0,167.0,42580.0,12.0,5.0,8.0,8.38,34.82,28.11,775.0,546.0,4602.0,0.0,2.0,2.0,0.79,6.57,2.77,100.0,27.0,54.0,0.0,0.0,0.0,0.0,0.01,0.0,1.0,0.0,,,,,,,,,,,,,,
John-Jason Peterka,C,UTA                  UTA,23.0,2025,2029,5,"$38,500,000","$7,700,000",7700000.0,2024,8482175,last+initial,False,8482175,2024,JJ Peterka,BUF,R,77.0,84010.0,58.79,0.56,0.43,0.56,0.46,27.0,18.0,23.0,21.93,4.0,24.0,173.0,15.0,30.0,22.0,87.0,26.0,14.0,12.0,16.0,2.0,10.0,96.69,77.48,1622.0,1278.0,110.0,100.0,380.0,160.0,284.0,65291.0,18.0,13.0,11.0,11.2,45.11,54.38,1069.0,1116.0,12767.0,5.0,1.0,8.0,4.28,29.46,4.36,346.0,67.0,57.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,1.0,,,,,,,,,,,,,,
Jake DeBrusk,LW,VAN                  VAN,27.0,2024,2030,7,"$38,500,000","$5,500,000",5500000.0,2023,8478498,exact,False,8478498,2023,Jake DeBrusk,BOS,L,80.0,80795.0,43.54,0.52,0.5,0.49,0.47,19.0,14.0,7.0,25.14,9.0,36.0,183.0,22.0,107.0,36.0,26.0,4.0,11.0,9.0,48.0,7.0,16.0,76.09,71.67,1305.0,1377.0,102.0,79.0,248.0,230.0,283.0,62274.0,13.0,6.0,6.0,16.48,48.04,43.57,995.0,1036.0,7840.0,2.0,6.0,1.0,4.19,16.75,2.14,209.0,39.0,7239.0,1.0,0.0,0.0,0.97,2.41,12.48,31.0,184.0,,,,,,,,,,,,,,
Zach Hyman,C,EDM                  EDM,28.0,2021,2027,7,"$38,500,000","$5,500,000",5500000.0,2020,8475786,exact,False,8475786,2020,Zach Hyman,TOR,L,43.0,49945.0,36.39,0.58,0.56,0.52,0.52,15.0,6.0,11.0,18.58,9.0,23.0,115.0,15.0,69.0,17.0,17.0,8.0,11.0,13.0,21.0,18.0,37.0,56.39,41.13,798.0,739.0,59.0,42.0,132.0,175.0,151.0,38878.0,9.0,5.0,9.0,11.33,37.16,23.73,613.0,559.0,3738.0,3.0,0.0,2.0,4.18,7.79,1.01,102.0,11.0,4759.0,0.0,0.0,0.0,0.96,1.73,8.46,22.0,109.0,,,,,,,,,,,,,,
Jaccob Slavin,D,CAR                  CAR,23.0,2018,2024,7,"$37,100,000","$5,300,000",5300000.0,2019,8476958,exact,False,8476958,2019,Jaccob Slavin,CAR,D,68.0,95168.0,54.83,0.54,0.54,0.53,0.55,6.0,14.0,15.0,6.14,1.0,2.0,145.0,3.0,43.0,81.0,49.0,35.0,12.0,5.0,106.0,0.0,0.0,88.0,74.08,1530.0,1378.0,81.0,70.0,227.0,307.0,324.0,74710.0,5.0,10.0,13.0,4.08,54.77,46.03,1233.0,1009.0,3569.0,0.0,1.0,2.0,0.27,6.7,0.46,110.0,9.0,11713.0,0.0,0.0,0.0,0.52,4.05,16.89,60.0,253.0,,,,,,,,,,,,,,
Kris Letang,D,PIT                  PIT,34.0,2022,2027,6,"$36,600,000","$6,100,000",6100000.0,2021,8471724,exact,False,8471724,2021,Kris Letang,PIT,D,78.0,120638.0,70.85,0.56,0.5,0.54,0.5,10.0,34.0,24.0,9.69,3.0,5.0,214.0,15.0,171.0,59.0,79.0,45.0,12.0,23.0,122.0,0.0,0.0,136.41,107.29,2160.0,1805.0,140.0,115.0,359.0,210.0,414.0,92780.0,6.0,18.0,11.0,5.72,69.95,65.96,1488.0,1416.0,15204.0,2.0,11.0,6.0,2.56,36.97,5.95,472.0,78.0,6326.0,0.0,0.0,0.0,0.06,2.14,11.62,28.0,161.0,,,,,,,,,,,,,,
Shea Theodore,D,VGK                  VGK,22.0,2018,2024,7,"$36,400,000","$5,200,000",5200000.0,2019,8477447,exact,False,8477447,2019,Shea Theodore,VGK,D,71.0,94706.0,70.55,0.61,0.48,0.63,0.48,13.0,12.0,21.0,10.1,1.0,3.0,218.0,23.0,20.0,56.0,55.0,37.0,7.0,11.0,68.0,0.0,0.0,96.1,62.56,1957.0,1127.0,91.0,72.0,357.0,164.0,284.0,76722.0,10.0,2.0,10.0,7.3,66.17,47.96,1402.0,1001.0,12918.0,1.0,7.0,8.0,1.56,21.96,2.62,449.0,31.0,609.0,0.0,0.0,0.0,0.01,0.08,0.41,4.0,13.0,,,,,,,,,,,,,,
Conor Garland,RW,CBJ                  CBJ,29.0,2026,2031,6,"$36,000,000","$6,000,000",6000000.0,2024,8478856,exact,False,8478856,2024,Conor Garland,VAN,R,81.0,90661.0,50.87,0.57,0.45,0.55,0.47,19.0,20.0,11.0,22.51,11.0,29.0,172.0,17.0,49.0,20.0,63.0,14.0,30.0,18.0,58.0,5.0,13.0,90.52,66.95,1563.0,1258.0,109.0,70.0,294.0,190.0,272.0,68051.0,8.0,11.0,5.0,10.79,41.44,37.3,1004.0,1005.0,13323.0,7.0,3.0,6.0,6.58,29.02,2.42,382.0,48.0,3682.0,0.0,0.0,0.0,0.08,0.78,7.71,16.0,93.0,,,,,,,,,,,,,,
Samuel Girard,D,PIT                  PIT,21.0,2020,2026,7,"$35,000,000","$5,000,000",5000000.0,2019,8479398,exact,False,8479398,2019,Samuel Girard,COL,D,70.0,89446.0,41.05,0.55,0.48,0.55,0.49,4.0,14.0,16.0,4.27,0.0,2.0,96.0,10.0,46.0,38.0,39.0,24.0,18.0,7.0,90.0,0.0,0.0,70.68,57.74,1533.0,1237.0,61.0,60.0,298.0,177.0,326.0,75560.0,3.0,8.0,7.0,2.6,50.55,48.43,1226.0,1134.0,9562.0,1.0,5.0,7.0,0.59,13.07,2.17,230.0,41.0,414.0,0.0,0.0,0.0,0.0,0.07,0.12,2.0,4.0,,,,,,,,,,,,,,
Patrik Laine,RW,MTL                  MTL,23.0,2022,2025,4,"$34,800,000","$8,700,000",8700000.0,2021,8479339,exact,False,8479339,2021,Patrik Laine,CBJ,L,56.0,63267.0,44.13,0.49,0.41,0.53,0.44,26.0,15.0,15.0,17.56,7.0,14.0,167.0,17.0,34.0,27.0,52.0,18.0,7.0,12.0,13.0,14.0,24.0,63.2,64.94,1094.0,973.0,59.0,68.0,251.0,138.0,233.0,49374.0,14.0,10.0,10.0,7.67,31.56,46.72,722.0,851.0,10716.0,5.0,3.0,3.0,5.31,18.52,5.03,262.0,64.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,
Esa Lindell,D,DAL                  DAL,24.0,2019,2024,6,"$34,800,000","$5,800,000",5800000.0,2019,8476902,exact,False,8476902,2019,Esa Lindell,DAL,D,69.0,96946.0,21.2,0.47,0.56,0.42,0.54,3.0,10.0,10.0,5.06,1.0,3.0,98.0,8.0,89.0,31.0,62.0,46.0,8.0,6.0,127.0,0.0,0.0,72.32,83.22,1284.0,1775.0,79.0,80.0,224.0,351.0,296.0,72649.0,1.0,5.0,4.0,2.26,47.91,46.8,1032.0,1165.0,4478.0,1.0,3.0,3.0,1.23,9.42,0.61,119.0,18.0,14838.0,0.0,1.0,1.0,0.26,2.76,24.05,58.0,438.0,,,,,,,,,,,,,,
Matt Roy,D,WAS                  WAS,29.0,2024,2029,6,"$34,500,000","$5,750,000",5750000.0,2023,8478911,exact,False,8478911,2023,Matt Roy,LAK,D,81.0,101549.0,47.32,0.48,0.56,0.47,0.55,5.0,12.0,8.0,7.41,1.0,8.0,135.0,14.0,152.0,12.0,55.0,54.0,5.0,16.0,197.0,0.0,0.0,80.88,86.69,1659.0,1852.0,100.0,93.0,158.0,335.0,287.0,84113.0,5.0,9.0,5.0,6.9,67.1,52.99,1531.0,1324.0,863.0,0.0,1.0,0.0,0.0,1.28,0.03,22.0,3.0,13244.0,0.0,0.0,1.0,0.23,4.41,22.17,53.0,416.0,,,,,,,,,,,,,,
Kaiden Guhle,D,MTL                  MTL,22.0,2025,2030,6,"$33,300,000","$5,550,000",5550000.0,2024,8482087,exact,False,8482087,2024,Kaiden Guhle,MTL,D,55.0,69880.0,15.22,0.45,0.45,0.43,0.49,6.0,9.0,3.0,3.45,0.0,1.0,71.0,6.0,104.0,14.0,47.0,30.0,11.0,19.0,124.0,0.0,0.0,52.13,63.53,966.0,1289.0,49.0,69.0,103.0,196.0,245.0,60755.0,6.0,6.0,3.0,2.98,41.56,48.32,898.0,1037.0,313.0,0.0,0.0,0.0,0.0,0.17,0.09,3.0,2.0,6602.0,0.0,1.0,0.0,0.07,1.83,8.22,30.0,179.0,,,,,,,,,,,,,,
Alex Tuch,RW,BUF                  BUF,22.0,2019,2025,7,"$33,250,000","$4,750,000",4750000.0,2019,8477949,exact,False,8477949,2019,Alex Tuch,VGK,R,42.0,36802.0,22.45,0.52,0.51,0.59,0.53,8.0,6.0,3.0,8.84,2.0,4.0,99.0,7.0,58.0,27.0,27.0,6.0,13.0,4.0,20.0,8.0,21.0,26.32,23.97,659.0,453.0,20.0,26.0,116.0,48.0,96.0,30748.0,5.0,4.0,1.0,6.62,18.86,19.03,468.0,422.0,4282.0,3.0,2.0,2.0,1.86,5.15,1.09,144.0,13.0,242.0,0.0,0.0,0.0,0.0,0.01,0.66,1.0,2.0,,,,,,,,,,,,,,
